License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
August 27 2021,278834,Chin Lee,Dog,Japanese Chin,,98125
August 27 2021,8011105,Lilly,Dog,"Poodle, Toy",,98125
August 27 2021,S157227,Max,Dog,"Retriever, Golden",,98108
August 27 2021,S157228,Spanky,Dog,Australian Cattle Dog,Border Collie,98106
August 27 2021,8032112,Frosty,Dog,"Retriever, Golden",,98103
August 27 2021,S115549,Elby,Dog,"Spaniel, American Cocker","Poodle, Miniature",98199
August 27 2021,S157229,George,Dog,Australian Shepherd,Mix,98119
August 27 2021,586230,Duke,Dog,Terrier,,98125
August 27 2021,S134932,Henry,Dog,"Poodle, Miniature","Chihuahua, Short Coat",98125
August 27 2021,8011067,Dougal,Dog,"Australian Shepherd, Miniature",,98101
August 27 2021,8032115,Daisy,Dog,"Retriever, Labrador",Mix,98115
August 27 2021,S157230,Teddy,Dog,Havanese,Mix,98109
August 27 2021,8000105,Miles,Dog,"Pointer, German Shorthaired","Pointer, German Wirehaired",98115
August 27 2021,8032118,Lou Callies,Dog,"Australian Shepherd, Miniature",,98118
August 27 2021,8021079,Jackson,Dog,Hound,Mix,98121
August 27 2021,731661,Buddy,Dog,Australian Shepherd,,98136
August 27 2021,8010028,Fireball,Dog,Pomeranian,Mix,98107
August 27 2021,S102252,Gus,Dog,"Bulldog, French","Terrier, Boston",98136
August 27 2021,8013294,Big,Dog,Australian Shepherd,Mix,98126
August 27 2021,8010563,Zorro,Dog,Shepherd,Mix,98109
August 27 2021,8032125,King,Dog,"Terrier, Russell","Dachshund, Standard Smooth Haired",98106
August 27 2021,8032126,Bruce,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98118
August 27 2021,8011057,Marseiile,Dog,"Collie, Rough",,98133
August 28 2021,8009902,Jacques,Dog,Pomeranian,Schipperke,98103
August 28 2021,8010441,Dash,Dog,"Poodle, Standard","Retriever, Labrador",98103
August 28 2021,S154411,Toby,Dog,"Spaniel, American Cocker",Mix,98115
August 28 2021,8021055,Murphy,Dog,Shiba Inu,Pug,98116
August 28 2021,8019612,Malcolm,Dog,Shih Tzu,"Mixed Breed, Small (under 24 lbs fully grown)",98102
August 28 2021,8032131,Moose,Dog,Belgian Malinois,German Shepherd,98106
August 28 2021,731742,Otto,Dog,"Retriever, Labrador",,98117
August 28 2021,8032132,Eberhard (Ebbie),Dog,"Dachshund, Miniature Smooth Haired",,98107
August 28 2021,S153164,Tonka,Dog,"Terrier, Boston",,98115
August 28 2021,8021097,Lupin,Dog,"Retriever, Labrador",Mix,98118
August 28 2021,8032134,Atticus,Dog,Great Dane,Great Dane,98102
August 28 2021,8032135,Apollo,Dog,"Retriever, Labrador",,98108
August 28 2021,8021161,Gustav,Dog,Border Collie,Great Dane,98117
August 28 2021,8032139,Sir Issac,Dog,Shiba Inu,,98125
August 29 2021,582102,Bailey,Dog,"Poodle, Miniature",Terrier,98107
August 29 2021,8032141,Hugo,Dog,"Poodle, Miniature",Mix,98117
August 29 2021,8032147,Bob,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98112
August 29 2021,8032150,Wilco,Dog,Pharaoh Hound,Mix,98103
August 29 2021,8032151,Floki,Dog,Siberian Husky,Mix,98125
August 29 2021,560448,Lou,Dog,Pug,Beagle,98106
August 29 2021,8032154,Brody,Dog,Rhodesian Ridgeback,,98199
August 29 2021,8009931,Django,Dog,"Poodle, Standard",,98117
August 29 2021,S156860,Yogi,Dog,Pomeranian,Mix,98122
August 29 2021,8010740,Sport,Dog,"Terrier, Yorkshire","Terrier, Yorkshire",98118
August 29 2021,8032163,Thumper,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98144
August 29 2021,8032164,Ozzie,Dog,"Chihuahua, Short Coat",Mix,98103
August 29 2021,583806,Leon,Dog,Alaskan Klee Kai,Mix,98117
August 29 2021,8032167,Buster,Dog,"Schnauzer, Miniature",,98106
August 29 2021,8032168,Kodi,Dog,Siberian Husky,,98199
August 29 2021,8032169,Bolt,Dog,Samoyed,,98199
August 29 2021,8011112,Bucky,Dog,Australian Cattle Dog,Mix,98117
August 30 2021,8032174,Drummer,Dog,Brittany,Mix,98109
August 30 2021,8011173,Ted,Dog,Maltese,,98119
August 30 2021,8019956,Bo,Dog,German Shepherd,,98116
August 30 2021,8020424,Tripp,Dog,Boxer,Mix,98125
August 30 2021,8032175,Edo,Dog,"Schnauzer, Standard","Schnauzer, Standard",98116
August 30 2021,S135628,George,Dog,"Spaniel, Cavalier King Charles",Bichon Frise,98112
August 30 2021,8032177,Artie,Dog,"Chihuahua, Short Coat","Poodle, Miniature",98119
August 30 2021,8032178,Moose,Dog,Doberman Pinscher,,98115
August 30 2021,S145937,Rufus Rutherford the Brave Bertman,Dog,"Retriever, Labrador","Poodle, Standard",98119
August 30 2021,8018869,Barton Dupree St. James,Dog,"Terrier, Pit Bull",Mix,98126
August 30 2021,8032182,Jasper,Dog,"Terrier, Rat",Mix,98122
August 30 2021,8020206,Goose,Dog,"Retriever, Labrador","Coonhound, Bluetick",98119
August 30 2021,585031,Murphy,Dog,"Terrier, Irish",,98103
August 30 2021,8032183,Moss,Dog,Great Dane,Mix,98115
August 30 2021,8020047,Goose,Dog,"Australian Shepherd, Miniature",Mix,98109
August 30 2021,8032187,Charlie,Dog,Australian Cattle Dog,Mix,98199
August 30 2021,8010113,Atlas,Dog,Irish Wolfhound,,98108
August 30 2021,S146230,Ruby,Dog,"Retriever, Labrador",,98177
August 30 2021,S149215,Duke,Dog,Weimaraner,Mix,98106
August 30 2021,8010258,Finn,Dog,Australian Shepherd,,98104
August 30 2021,8032191,Cosmo,Dog,Australian Shepherd,"Poodle, Miniature",98115
August 30 2021,8021029,Dexter,Dog,Australian Shepherd,Mix,98115
August 30 2021,8010043,Toblerone,Dog,Bernese Mountain Dog,Bernese Mountain Dog,98117
August 30 2021,8010580,Jaws,Dog,Australian Shepherd,,98126
August 30 2021,8032197,Walter,Dog,"Dachshund, Standard Long Haired","Terrier, Cairn",98119
August 30 2021,8032199,Moto,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)","Welsh Corgi, Pembroke",98103
August 30 2021,8010939,Milo,Dog,"Chihuahua, Short Coat",Xoloitzcuintli,98101
August 30 2021,8007937,Barley,Dog,Shepherd,Mix,98103
August 30 2021,8032200,Charlie,Dog,"Poodle, Miniature","Retriever, Labrador",98103
August 30 2021,8032201,Emrys,Dog,"Spaniel, Cavalier King Charles",,98117
August 30 2021,8020023,Wally,Dog,"Brittany, French",,98144
August 30 2021,8032202,Max,Dog,Australian Cattle Dog,Mix,98107
August 30 2021,S133994,Goma,Dog,Pomeranian,Mix,98115
August 30 2021,8032205,Benidict,Dog,"Poodle, Miniature",Bernese Mountain Dog,98112
August 30 2021,8010677,Puff,Dog,"Chihuahua, Long Coat",Whippet,98101
August 30 2021,86151,Tritan,Dog,Shih Tzu,,98108
August 30 2021,8032207,Henry,Dog,Hound,Mix,98122
August 31 2021,S156138,Techi,Dog,"Chihuahua, Short Coat",Mix,98121
August 31 2021,357570,Winston,Dog,Pug,,98125
August 31 2021,8032208,Ziggy,Dog,"Schnauzer, Miniature",Mix,98119
August 31 2021,S135108,Hardy,Dog,Retriever,Catahoula Leopard dog,98117
August 31 2021,8032210,Patches,Dog,"Terrier, Jack Russell",,98115
August 31 2021,8000295,Porter,Dog,"Retriever, Golden","Collie, Rough",98199
August 31 2021,S133312,Loki,Dog,"Chihuahua, Short Coat",Miniature Pinscher,98177
August 31 2021,8009968,Ivan,Dog,Australian Shepherd,Mix,98103
August 31 2021,8032214,Buster,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98116
August 31 2021,S145613,Bubba,Dog,Basset Hound,,98133
August 31 2021,444464,George,Dog,"Retriever, Golden","Poodle, Standard",98109
August 31 2021,582390,Milo,Dog,Australian Shepherd,,98112
August 31 2021,8010061,Buddy,Dog,Australian Shepherd,Mix,98119
August 31 2021,8032216,Bloo,Dog,"Retriever, Labrador",Mix,98104
August 31 2021,8000393,Charlie,Dog,Shiba Inu,,98107
August 31 2021,442128,Alexander,Dog,Maltese,,98106
August 31 2021,8032221,Chips,Dog,Great Pyrenees,Mix,98116
August 31 2021,8032222,Fish,Dog,Retriever,Australian Cattle Dog,98116
August 31 2021,8020518,Titus,Dog,"Terrier, Jack Russell",,98136
August 31 2021,584712,Cooper,Dog,"Retriever, Golden",,98115
August 31 2021,S157123,Dorian,Dog,Coton de Tulear,,98108
August 31 2021,8032224,Chev Chelios,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98117
August 31 2021,8032226,Kai,Dog,Siberian Husky,Pomeranian,98103
August 31 2021,8032227,Barry,Dog,"Bulldog, French",Mix,98121
August 31 2021,8014069,Rooster,Dog,"Poodle, Standard",,98103
August 31 2021,8032228,Roger,Dog,"Retriever, Labrador",,98109
August 31 2021,8032229,Finn,Dog,Pomeranian,,98116
August 31 2021,8020985,Boomer,Dog,"Spaniel, English Springer",,98107
August 31 2021,8011181,Duncan,Dog,Doberman Pinscher,Mix,98199
August 31 2021,8032233,Zion,Dog,"Retriever, Labrador","Mixed Breed, Large (over 44 lbs fully grown)",98107
August 31 2021,8032235,Paddington,Dog,"Terrier, Yorkshire",Maltese,98199
August 31 2021,8032237,Ike,Dog,"Terrier, Soft Coated Wheaten",,98122
August 31 2021,8032238,Tobi,Dog,German Shepherd,Mix,98118
August 31 2021,8021008,Bode,Dog,"Terrier, Scottish",,98199
August 31 2021,8010679,Kamaji,Dog,Terrier,Mix,98107
August 31 2021,582321,Ovaltine,Dog,Havanese,,98115
August 31 2021,8032242,Leon Tubs Shadriguez,Dog,Pug,Mix,98144
August 31 2021,8032246,Simon,Dog,"Chihuahua, Short Coat",Terrier,98115
September 01 2021,8032247,Ernie,Dog,"Poodle, Miniature",Bernese Mountain Dog,98103
September 01 2021,8032249,Baxter,Dog,"Schnauzer, Standard",,98178
September 01 2021,586670,Petri,Dog,"Chihuahua, Short Coat",Mix,98118
September 01 2021,8032253,Theo,Dog,Boxer,,98102
September 01 2021,8032256,Oso,Dog,Shepherd,Chow Chow,98126
September 01 2021,S132188,Frank,Dog,"Retriever, Labrador",,98115
September 01 2021,8032261,Irie,Dog,"Terrier, Rat",Mix,98115
September 01 2021,S149503,Loki,Dog,Miniature Pinscher,"Dachshund, Miniature Smooth Haired",98115
September 01 2021,8010667,Turtle LaMarch,Dog,Shih Tzu,"Poodle, Toy",98117
September 01 2021,S157124,Goose,Dog,"Retriever, Labrador",,98112
September 01 2021,S134209,Theo,Dog,Border Collie,Mix,98166
September 01 2021,S105410,Ernie,Dog,Pomeranian,Chinese Crested,98112
September 01 2021,S157236,Ollie,Dog,Australian Shepherd,Mix,98115
September 01 2021,8021126,Puck,Dog,"Spaniel, English Cocker",,98106
September 01 2021,8032263,Gus,Dog,"Welsh Corgi, Pembroke","Welsh Corgi, Pembroke",98118
September 01 2021,S147976,Pirate,Dog,"Terrier, American Staffordshire",Mix,98117
September 01 2021,8010664,Jasper,Dog,"Terrier, American Pit Bull",Mix,98106
September 01 2021,8032265,Tag,Dog,"Retriever, Labrador",Mix,98133
September 01 2021,8032266,Wilson,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98115
September 01 2021,8032270,Maxwell Forthright,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",,98118
September 01 2021,S154200,Huxley,Dog,"German Shepherd, King",,98199
September 01 2021,584798,Wilson,Dog,"Terrier, Jack Russell","Terrier, Rat",98146
September 01 2021,8011042,Mojo,Dog,Terrier,,98146
September 01 2021,8032275,Mozi,Dog,"Poodle, Standard",,98118
September 01 2021,S131940,Moose,Dog,"Terrier, Airedale",,98117
September 02 2021,S118032,Petey,Dog,Havanese,Mix,98108
September 02 2021,582507,Lucky,Dog,"Retriever, Golden","Poodle, Standard",98115
September 02 2021,8011984,Kevin,Dog,Shepherd,Mix,98117
September 02 2021,8032282,Oreo,Dog,"Dachshund, Standard Long Haired",Mix,98108
September 02 2021,S104644,Apollo,Dog,Terrier,Hound,98126
September 02 2021,8003490,Dwayne TRJ Ling,Dog,"Welsh Corgi, Pembroke",,98107
September 02 2021,8021491,Sparky,Dog,Terrier,,98199
September 02 2021,S146969,Rocko,Dog,"Chihuahua, Short Coat",Mix,98115
September 02 2021,8032285,Louis,Dog,"Bulldog, French",,98115
September 02 2021,8011499,Monster,Dog,"Bulldog, French","Bulldog, French",98107
September 02 2021,576745,Marco,Dog,"Retriever, Labrador",,98103
September 02 2021,8032287,Henri,Dog,Australian Shepherd,"Poodle, Standard",98177
September 02 2021,8032289,Goose,Dog,"Retriever, Golden",,98105
September 02 2021,8011335,Romeo,Dog,"Poodle, Standard",,98126
September 02 2021,S157240,RaaJaa,Dog,"Dachshund, Miniature Smooth Haired","Dachshund, Standard Wire Haired",98122
September 02 2021,S157239,Bodhi,Dog,Beagle,"Dachshund, Miniature Smooth Haired",98122
September 02 2021,S135693,Tater,Dog,"Terrier, Soft Coated Wheaten",,98199
September 02 2021,S135727,Stanley,Dog,Boxer,,98106
September 02 2021,585244,Barry,Dog,"Dachshund, Miniature Smooth Haired",,98108
September 02 2021,8032291,Paco,Dog,"Chihuahua, Short Coat",Mix,98115
September 02 2021,585510,Romy,Dog,"Poodle, Miniature",,98103
September 02 2021,S113592,Hitch,Dog,"Retriever, Flat-Coated",,98116
September 02 2021,S157242,Badger,Dog,Maltese,Mix,98199
September 02 2021,8021814,Rory,Dog,"Retriever, Labrador","Poodle, Miniature",98122
September 02 2021,8032293,Sodo,Dog,"Dachshund, Standard Long Haired",,98125
September 02 2021,8032294,David Bowie,Dog,Terrier,"Chihuahua, Long Coat",98125
September 02 2021,357670,Bobo,Dog,"Retriever, Golden","Poodle, Standard",98117
September 02 2021,8001286,Chilly,Dog,"Poodle, Miniature",Old English Sheepdog,98119
September 02 2021,8001285,Pepper,Dog,"Poodle, Miniature",Old English Sheepdog,98119
September 02 2021,8021338,Winston,Dog,Old English Sheepdog,Mix,98144
September 02 2021,8021629,Charlie,Dog,Beagle,Mix,98144
September 02 2021,8032295,Crowley,Dog,"Schnauzer, Standard",German Shepherd,98199
September 02 2021,8032297,Monty Fox,Dog,Shih Tzu,,98122
September 02 2021,8032298,Nolan,Dog,Great Pyrenees,,98136
September 02 2021,8032299,Watson,Dog,"Retriever, Labrador",,98115
September 02 2021,S157243,Kilo,Dog,"Chihuahua, Short Coat",Mix,98103
September 02 2021,8009514,Momo,Dog,"Retriever, Golden",,98103
September 02 2021,S149509,Apollo,Dog,Australian Shepherd,Mix,98136
September 02 2021,8011939,Henry,Dog,"Terrier, Soft Coated Wheaten",,98177
September 02 2021,8011804,Teddy,Dog,Havanese,Mix,98107
September 02 2021,S108407,Bertie Blue,Dog,"Poodle, Miniature",,98115
September 02 2021,8032303,Dash,Dog,Border Collie,Mix,98144
September 02 2021,8032304,Cooper,Dog,Samoyed,,98122
September 02 2021,S116286,Kuma,Dog,"Poodle, Standard",,98105
September 02 2021,8021386,Winston,Dog,"Retriever, Labrador",,98116
September 02 2021,S154465,Jet,Dog,"Retriever, Golden",Mix,98199
September 02 2021,732600,Ernie,Dog,Pug,,98144
September 02 2021,S146045,Mugsy,Dog,Pug,,98108
September 02 2021,8032306,Dexter,Dog,"Schnauzer, Miniature",,98103
September 02 2021,8032309,Odin,Dog,Retriever,,98103
September 02 2021,725823,Taro,Dog,American Blue Heeler,,98105
September 02 2021,727408,Jack,Dog,Papillon,"Terrier, Jack Russell",98121
September 02 2021,727296,Rodney,Dog,Pomeranian,Schipperke,98125
September 02 2021,S149076,Ricky,Dog,Chinese Shar-Pei,Mix,98117
September 03 2021,S149079,Scrabble,Dog,"Terrier, West Highland White",Mix,98199
September 03 2021,S151679,Marcel,Dog,"Bulldog, French",Mix,98103
September 03 2021,8011823,Arthur,Dog,Pug,Mix,98126
September 03 2021,83733,Godric,Dog,"Terrier, Soft Coated Wheaten",,98115
September 03 2021,S135799,Napoleon,Dog,Pekingese,"Poodle, Toy",98116
September 03 2021,8032314,Max,Dog,"Terrier, Fox, Wire",,98102
September 03 2021,8032316,Carlos,Dog,"Terrier, Fox, Smooth",Mix,98107
September 03 2021,8032317,Ratio,Dog,"Mixed Breed, Small (under 24 lbs fully grown)",Mix,98106
September 03 2021,559401,Vinny,Dog,Chinese Crested,Mix,98144
September 03 2021,577432,Oliver,Dog,"Schnauzer, Miniature","Poodle, Miniature",98116
September 03 2021,8022120,Beauregard,Dog,Pug,Pug,98122
September 03 2021,8021337,Pokey Jones,Dog,"Welsh Corgi, Cardigan",,98103
September 03 2021,904182,Rupert,Dog,"Poodle, Miniature","Schnauzer, Miniature",98177
September 03 2021,904180,Huck,Dog,Havanese,"Poodle, Standard",98177
September 03 2021,8032322,Samosa Bear,Dog,Samoyed,,98109
September 03 2021,8010338,Tiger,Dog,Plott Hound,Mix,98034
September 03 2021,S146321,Buster,Dog,"Poodle, Miniature",,98126
September 03 2021,S135746,Ace,Dog,German Shepherd,,98118
September 03 2021,8011188,Theo,Dog,"Retriever, Labrador",,98146
September 03 2021,8032326,Teddy,Dog,Beagle,,98112
September 03 2021,8032327,Pablo,Dog,"Retriever, Labrador",Mix,98118
September 03 2021,729414,Durban,Dog,"Retriever, Golden",Coonhound,98144
September 03 2021,S123436,Zippy,Dog,"Dachshund, Miniature Wire Haired",Mix,98115
September 03 2021,731107,Chance,Dog,Maltese,,98144
September 03 2021,S150826,Mario,Dog,"Chihuahua, Short Coat",Mix,98105
September 03 2021,8032330,Archie,Dog,"Poodle, Miniature",Mix,98102
September 03 2021,8032331,Rev,Dog,Great Dane,"Mixed Breed, Large (over 44 lbs fully grown)",98105
September 03 2021,8011417,Enzo,Dog,"Poodle, Standard",Old English Sheepdog,98105
September 03 2021,S157250,Bibi,Dog,"Mixed Breed, Large (over 44 lbs fully grown)","Mixed Breed, Large (over 44 lbs fully grown)",98101
September 03 2021,8012008,Doyle,Dog,Shepherd,"Retriever, Labrador",98116
September 03 2021,S102065,Cacique,Dog,Australian Cattle Dog,Catahoula Leopard dog,98106
September 03 2021,8020712,Ellis,Dog,"Terrier, West Highland White",,98144
September 03 2021,730813,Leo,Dog,"Retriever, Golden",,98125
September 03 2021,S149489,Clifford,Dog,Rhodesian Ridgeback,"Retriever, Labrador",98122
September 03 2021,S134227,Maxwell,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98144
September 03 2021,585641,Trout,Dog,"Terrier, Yorkshire","Chihuahua, Short Coat",98112
September 03 2021,8022736,Groovy,Dog,Doberman Pinscher,,98116
September 03 2021,8032334,Bubba,Dog,"Bulldog, English",Mix,98115
September 03 2021,727675,Sky,Dog,Shih Tzu,"Terrier, Norfolk",98105
September 03 2021,8011955,Paul,Dog,Greyhound,,98115
September 03 2021,8032335,Brinkley,Dog,Rhodesian Ridgeback,,98115
September 04 2021,8032336,Peaty Carne,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98115
September 04 2021,8010915,Louie,Dog,"Dachshund, Standard Smooth Haired",Mix,98117
September 04 2021,8010916,Otto,Dog,Weimaraner,,98117
September 04 2021,8011606,Finn,Dog,"Vizsla, Smooth Haired",Hound,98103
September 04 2021,8021371,Beatle,Dog,"Retriever, Labrador",,98118
September 04 2021,8032339,Fenway,Dog,"Schnauzer, Miniature",Mix,98109
September 04 2021,8032340,Lewis,Dog,Saint Bernard,Bernese Mountain Dog,98109
September 04 2021,S135775,Titan,Dog,"Bulldog, French",,98107
September 04 2021,728500,Henry,Dog,Pug,"Terrier, Boston",98126
September 04 2021,729746,Edward,Dog,"Welsh Corgi, Pembroke",,98104
September 04 2021,S136450,Owen,Dog,Hound,,98115
September 04 2021,8011612,Windigo,Dog,"Welsh Corgi, Cardigan",,98103
September 04 2021,8032346,Nick,Dog,"Terrier, Australian",Mix,98118
September 04 2021,8010997,Worf,Dog,Pug,,98115
September 04 2021,8000675,Max,Dog,"Retriever, Flat-Coated",Mix,98126
September 04 2021,S152967,Uranio,Dog,Bergamasco,,98115
September 04 2021,8032347,Cody,Dog,"Schnauzer, Standard",,98122
September 04 2021,730613,Monkey,Dog,"Retriever, Labrador",,98102
September 04 2021,732210,Teddy,Dog,Havanese,,98146
September 04 2021,8032351,Balam,Dog,"Terrier, American Pit Bull",Mix,98122
September 04 2021,8032352,Moose,Dog,"Retriever, Golden",,98103
September 04 2021,S135294,Finn,Dog,"Retriever, Flat-Coated",,98144
September 04 2021,8000882,Otis,Dog,Terrier,Mix,98106
September 04 2021,8032354,Cooper,Dog,"Retriever, Labrador",Weimaraner,98115
September 04 2021,8000976,Olio,Dog,"Retriever, Labrador",German Shepherd,98102
September 04 2021,8032355,Leo,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98117
September 04 2021,8032356,Artemis,Dog,"Retriever, Labrador",Mix,98133
September 04 2021,S150802,Berkeley,Dog,"Retriever, Golden",,98107
September 04 2021,8032357,Ozai,Dog,Japanese Chin,,98115
September 04 2021,8013907,Pico,Dog,"Poodle, Miniature",,98101
September 04 2021,S102846,Fritz,Dog,"Schnauzer, Miniature","Poodle, Miniature",98125
September 04 2021,8032358,Chico,Dog,"Terrier, Boston",Pug,98108
September 04 2021,8021942,Nicko,Dog,"Chihuahua, Short Coat",Mix,98107
September 04 2021,732505,Mochi,Dog,Pomeranian,,98126
September 04 2021,8032359,Buddy,Dog,Alaskan Husky,German Shepherd,98133
September 04 2021,8032360,Hintza,Dog,German Shepherd,,98103
September 04 2021,8021598,Reno,Dog,"Terrier, Rat",,98122
September 04 2021,8032361,Woody,Dog,"Retriever, Labrador","Retriever, Labrador",98144
September 05 2021,8010806,Darwin,Dog,"Dachshund, Standard Smooth Haired",,98126
September 05 2021,8001350,Henri,Dog,"Bulldog, French",,98112
September 05 2021,8032363,Finnegan Heestand,Dog,"Australian Shepherd, Miniature","Australian Shepherd, Miniature",98117
September 05 2021,8011383,Cocoa,Dog,"Welsh Corgi, Pembroke",,98117
September 05 2021,8032366,Louie,Dog,Pug,,98103
September 05 2021,8000787,Peter Quince,Dog,German Shepherd,Doberman Pinscher,98115
September 05 2021,8021368,Drake,Dog,Weimaraner,Retriever,98144
September 05 2021,8021332,Queso,Dog,"Poodle, Standard",Retriever,98118
September 05 2021,S136211,Charlie Bee,Dog,"Chihuahua, Long Coat","Welsh Corgi, Pembroke",98144
September 05 2021,S129068,Juan,Dog,"Chihuahua, Short Coat",Italian Greyhound,98103
September 05 2021,8032369,Bear,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98107
September 05 2021,8012609,Oliver,Dog,"Poodle, Toy","Spaniel, American Cocker",98103
September 05 2021,8011411,Albus Dodger Dumbledog,Dog,German Shepherd,Mix,98118
September 05 2021,S156742,Versace,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98108
September 05 2021,8032371,Chiron,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98103
September 05 2021,8000801,Feni,Dog,"Welsh Corgi, Pembroke",,98103
September 05 2021,8011687,Maximus,Dog,German Shepherd,,98103
September 05 2021,8032376,Rolf,Dog,"Retriever, Labrador",,98122
September 06 2021,8032383,Luca,Dog,"Retriever, Labrador",Beagle,98121
September 06 2021,8032384,Bastion,Dog,"Retriever, Labrador",Beagle,98121
September 06 2021,8032386,Teddy,Dog,"Chihuahua, Short Coat",Mix,98136
September 06 2021,732689,Fox,Dog,Pomeranian,"Chihuahua, Short Coat",98105
September 06 2021,S135307,Beignet,Dog,Spaniel,Mix,98115
September 06 2021,S103164,Nelson,Dog,"Terrier, Kerry Blue",,98146
September 06 2021,8011925,Reggie,Dog,"Retriever, Labrador",Mix,98122
September 06 2021,8032388,Koko Kojima,Dog,Japanese Chin,,98108
September 06 2021,8012231,Kodi III,Dog,Samoyed,,98119
September 06 2021,8021604,Riley,Dog,"Retriever, Labrador",,98105
September 06 2021,S146728,Dog 1,Dog,"Retriever, Golden",Mix,98177
September 06 2021,8011713,Max,Dog,"Dachshund, Miniature Smooth Haired",,98177
September 06 2021,8032397,Rex,Dog,"Dachshund, Miniature Smooth Haired",Mix,98136
September 06 2021,S133289,Charlie Barker,Dog,Terrier,Mix,98117
September 06 2021,560452,Sam,Dog,"Schnauzer, Miniature",Mix,98126
September 06 2021,8032401,Mochi,Dog,Bichon Frise,Mix,98109
September 06 2021,8032402,Baxter,Dog,"Retriever, Labrador","Poodle, Standard",98116
September 06 2021,S121624,Chet,Dog,Chinook,,98125
September 06 2021,8013008,Auggie Stone,Dog,"Retriever, Golden","Poodle, Standard",98115
September 06 2021,8022037,Newman,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98126
September 06 2021,8032404,Hobbes,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98119
September 06 2021,8032405,Oogi,Dog,"Terrier, American Pit Bull",Mix,98112
September 06 2021,8011258,Milo,Dog,Border Collie,Australian Shepherd,98102
September 06 2021,8011685,Leo,Dog,American Blue Heeler,Mix,98144
September 06 2021,8012168,Viktor,Dog,"Dachshund, Miniature Long Haired",,98144
September 06 2021,8032409,Maui,Dog,"Retriever, Golden",,98117
September 06 2021,8011007,Hercules,Dog,"Retriever, Labrador",Mix,98109
September 07 2021,S135692,Falcor,Dog,"Chihuahua, Long Coat",Pomeranian,98102
September 07 2021,8032411,Frankie,Dog,"Terrier, Yorkshire",German Shepherd,98146
September 07 2021,8021484,Eddie,Dog,"Retriever, Golden",,98126
September 07 2021,8032414,Leo,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98104
September 07 2021,8032417,Miles,Dog,Retriever,,98126
September 07 2021,8032418,Angus,Dog,"Vizsla, Smooth Haired",Mix,98125
September 07 2021,S101924,Potato,Dog,Hound,Mix,98118
September 07 2021,S140481,Leroy,Dog,"Retriever, Labrador",,98136
September 07 2021,8011913,Westley,Dog,"Retriever, Golden",Border Collie,98115
September 07 2021,8021923,Reo,Dog,Pomeranian,Mix,98118
September 07 2021,S136209,Walter,Dog,"Retriever, Labrador",,98115
September 07 2021,8032419,Jack,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98121
September 07 2021,8032420,Gus,Dog,"Poodle, Standard",Retriever,98102
September 07 2021,S104671,Koji,Dog,Shiba Inu,,98199
September 07 2021,8021456,Cooper,Dog,"Retriever, Labrador","Poodle, Standard",98115
September 07 2021,8001351,Coogan,Dog,Border Collie,Australian Shepherd,98012
September 07 2021,8032423,Kenzo,Dog,"Schnauzer, Miniature",,98112
September 07 2021,8032425,Logo,Dog,"Terrier, Silky",,98106
September 07 2021,8032426,Teddy,Dog,Australian Cattle Dog,"Chihuahua, Short Coat",98118
September 07 2021,8001023,Jasper,Dog,"Poodle, Standard","Retriever, Labrador",98105
September 07 2021,8021316,Wolfie,Dog,Pomeranian,,98125
September 07 2021,8032427,Kuma,Dog,"Poodle, Miniature","Retriever, Golden",98107
September 07 2021,S126521,Myles,Dog,"Dachshund, Miniature Long Haired",Mix,98115
September 07 2021,8000592,Markley,Dog,"Poodle, Miniature","Retriever, Golden",98122
September 07 2021,S104576,Neuman,Dog,"Retriever, Labrador",,98118
September 07 2021,S103937,Jet,Dog,Hound,Mix,98103
September 07 2021,S138551,Whalley,Dog,"Retriever, Labrador",,98117
September 07 2021,S147631,Charlie,Dog,Border Collie,Mix,98115
September 07 2021,S133283,Loki,Dog,Basenji,Mix,98199
September 07 2021,727253,Oscar,Dog,"Dachshund, Miniature Long Haired",,98117
September 07 2021,S135618,Vince,Dog,"Schnauzer, Miniature",,98112
September 07 2021,8032432,Echo,Dog,"Retriever, Labrador",Mix,
